name,category,subcategory,brand,description,image_url,tags,status
"22000/K24 – Koke kriketi ajri me 6 faqe 1/2 ” , 24 mm",Ndertim,,,,,ndertim,active
"22099/K14 – Koke kriketi ajri e gjate me 6 faqe 1/2 ” , 14 mm",Ndertim,,,,,ndertim,active
"22099/K13 – Koke kriketi ajri e gjate me 6 faqe 1/2 ” , 13 mm",Ndertim,,,,,ndertim,active
21118 – Kacavide per maja 1/4  200 mm,Ndertim,,,,,ndertim,active
HTC04800B – Rrul per prerese pllakash 22×10.5x2mm,Ndertim,Zhavorr & Rërë,,,,ndertim,active
"CHPTB8704 – Furce Boje 100 mm 4, trashesia 22 mm",Ndertim,,,,,ndertim,active
OR30 – Pyka Pllakash e kuqe,Ndertim,,,,,ndertim,active
3525/23 – Celes fiso-stel 23 mm,Ndertim,,,,,ndertim,active
"Prerese Tubi Bakri dhe Alumini, dia.prerje 3-32mm – WPC2632",Ndertim,Zhavorr & Rërë,,,,ndertim,active
Set me 30 kacavida mekanike + maja – WSS1430,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
HPTT28138 – Mallo Patinimi Inoxi me dhembe 280x130mm,Ndertim,,,,,ndertim,active
YT-0197 – Celes Fiso-stel kriket 16mm,Ndertim,,,,,ndertim,active
YT-1676 – Celes fiso-stel kriket me levizje 10mm,Ndertim,,,,,ndertim,active
PBX1511 – Kuti plastike organizuese aksesoresh 15”,Ndertim,,,,,ndertim,active
34900 – Leve gozhdesh 900 mm,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"HLHP028 – Cpuese lekure per vrima 2.5mm, 3mm, 3.5mm, 4mm, 4.5mm, 5mm",Ndertim,,3M,,,ndertim,active
HECP28200 – DARE PROFI PER TEL 200mm,Ndertim,,,,,ndertim,active
HCSPAR211 – Celes Fiso-Stel Kriket 21 mm,Ndertim,,,,,ndertim,active
"2357 – Pipo Shlice 1/2, M16x55 mm CRV",Ndertim,,,,,ndertim,active
9171 – Pistolete shkume plastike – e shkurter,Ndertim,,,,,ndertim,active
242205 – Krah matravide M3-M4,Ndertim,,,,,ndertim,active
20650001 – Zgjatues 1/4″ 50 mm,Ndertim,,,,,ndertim,active
40750090 – Koke kriketi me 6 faqe 1/2″ 9 mm,Ndertim,,,,,ndertim,active
40750160 – Koke kriketi me 6 faqe 1/2″ 16 mm,Ndertim,,,,,ndertim,active
40750150 – Koke kriketi me 6 faqe 1/2″ 15 mm,Ndertim,,,,,ndertim,active
40750140 – Koke kriketi me 6 faqe 1/2″ 14 mm,Ndertim,,,,,ndertim,active
40750130 – Koke kriketi me 6 faqe 1/2″ 13 mm,Ndertim,,,,,ndertim,active
40750120 – Koke kriketi me 6 faqe 1/2″ 12 mm,Ndertim,,,,,ndertim,active
40750110 – Koke kriketi me 6 faqe 1/2″ 11 mm,Ndertim,,,,,ndertim,active
40750100 – Koke kriketi me 6 faqe 1/2″ 10 mm,Ndertim,,,,,ndertim,active
40751250 – Koke kriketi me 12 faqe 1/2″ 25 mm,Ndertim,,,,,ndertim,active
40751240 – Koke kriketi me 12 faqe 1/2″ 24 mm,Ndertim,,,,,ndertim,active
40751230 – Koke kriketi me 12 faqe 1/2″ 23 mm,Ndertim,,,,,ndertim,active
6151055 – Kacavide mekanike me maje pete 5.5 x 125 mm,Ndertim,,,,,ndertim,active
1850160 – Celes fiso-stel 16 mm,Ndertim,,,,,ndertim,active
45230540 – Kaçavide mekanike profesionale PH3 X 150,Ndertim,,,,,ndertim,active
45007040 – Kaçavide mekanike profesionale pete /SL 7.0 X 130,Ndertim,,,,,ndertim,active
"50065710 – Kacavide mekanike me maje pete, doreze me 2 komponente SL 6,5 x 1,2 x 200",Ndertim,,,,,ndertim,active
"12103/60 – Pipo Torx i gjate 1/2 ” , T60x100 mm",Ndertim,,,,,ndertim,active
"12011/16 – Pipo Shlice 1/2 ” , M16 x 55 mm",Ndertim,,,,,ndertim,active
"12011/14 – Pipo Shlice 1/2 ” , M14 x 55 mm",Ndertim,,,,,ndertim,active
"12101/12 – Pipo Shlice 1/2 ” , M12 x 100 mm",Ndertim,,,,,ndertim,active
"12022/17 – Pipo Hegzagon i shkurter 1/2 ” , 17×55 mm",Ndertim,,,,,ndertim,active
21525 – Kryq kriketi 3/8 “,Ndertim,,,,,ndertim,active
"1122 – Komplet kriketi 21 cope, 3/4  , hex 19-50 mm, me 6 faqe",Ndertim,,,,,ndertim,active
"22088/30 – Koke kriketi me 6 faqe, 1/2″, 30 mm",Ndertim,,,,,ndertim,active
"22044/32 – Koke kriketi me 12 faqe, 1/2″, 32 mm",Ndertim,,,,,ndertim,active
"22000/K22 – Koke kriketi ajri me 6 faqe 1/2 ” , 22 mm",Ndertim,,,,,ndertim,active
"22000/K21 – Koke kriketi ajri me 6 faqe 1/2 ” , 21 mm",Ndertim,,,,,ndertim,active
"22000/K19 – Koke kriketi ajri me 6 faqe 1/2 ” , 19 mm",Ndertim,,,,,ndertim,active
"22000/K17 – Koke kriketi ajri me 6 faqe 1/2 ” , 17 mm",Ndertim,,,,,ndertim,active
21116 – Kacavide 1/4  150 mm me doreze ergonomike me 2 komponente,Ndertim,,,,,ndertim,active
1012/21X23 – Celes poligon 21×23 mm,Ndertim,,,,,ndertim,active
HSFR24108 – Berdaf per bojak 240×100 mm,Ndertim,,,,,ndertim,active
HPL01300 – Zdrukth dore 235 mm,Ndertim,,,,,ndertim,active
HCCL852519 – Dalte e sheshte me doreze me 2 komponente 305 mm,Ndertim,,,,,ndertim,active
HMH041000 – Cekic SUPER SELECT me bisht druri 1000 gr,Ndertim,,,,,ndertim,active
HILNP28168 – Pince elektrike me maje te gjate 160 mm,Ndertim,,,,,ndertim,active
AKISD0901 – Set kacavide + maja 9 cope,Ndertim,,,,,ndertim,active
HPCS05428 – Prerese Tubi Plastik me hapje automatike,Ndertim,Zhavorr & Rërë,,,,ndertim,active
HTS0410 – Gershere Llamarine 10,Ndertim,,,,,ndertim,active
"HR105 – Percinuese Dore per percina 2,4 – 4,8 mm",Ndertim,,,,,ndertim,active
HMFK8158 – Thike multifunksionale me 15 funksione,Ndertim,,,,,ndertim,active
HHK13092 – Set Torx 9 cope Extra i gjate T10-T50,Ndertim,,,,,ndertim,active
HHK12092 – Set hexagon extra I gjate 9 cope,Ndertim,,,,,ndertim,active
HKSD0718 – Komplet me kacavida precizioni 7 cope,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
HQBC01603 – Morsete shtrengimi 18 63×450 mm,Ndertim,,,,,ndertim,active
HTSN0110R – Gershere llamarine djathtas 250 mm(10),Ndertim,,,,,ndertim,active
HTSN0110L – Gershere llamarine majtas 250 mm(10),Ndertim,,,,,ndertim,active
HTSN0110S – Gershere llamarine e drejte 250mm(10″),Ndertim,,,,,ndertim,active
HPP28251 – Pince Hidraulike 10″ 250 mm,Ndertim,,,,,ndertim,active
HPP28258 – Pince Hidraulike 10” 250 mm,Ndertim,,,,,ndertim,active
HHCP28180 – Pince universale Kraft 7/180 mm,Ndertim,,,,,ndertim,active
HCP28208 – Pince universale Profi 8″ 200 mm,Ndertim,,,,,ndertim,active
HADW131102 – Celes Anglez 250 mm / 10,Ndertim,,,,,ndertim,active
HPW0808 – Celes Hidraulik Papagall 8 200 mm,Ndertim,,,,,ndertim,active
HCSPAR191 – Celes Fiso – Stel Kriket 19 mm,Ndertim,,,,,ndertim,active
HCSPA271 – Celes Fiso-Stel 27 mm,Ndertim,,,,,ndertim,active
Leve Dizermimi 750x30x18mm – WQB1375,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
Dare karpentieri e veshur 8”/200mm – WPL8C18,Ndertim,,,,,ndertim,active
Pince Profi universale me doreze me 2 komponente 8”/200mm – WPL1718,Ndertim,,,,,ndertim,active
PM270016 – Celefon transparent mbrojtes per mbulim pajisje indoor 2700mmx33m,Ndertim,Dyer & Dritare,3M,,,ndertim,active
HRCEP0201 – Bisht Rruli Teleskopik 200cm,Ndertim,,,,,ndertim,active
YT-6220 – Lime druri gjysme e rrumbullakët,Ndertim,,,,,ndertim,active
YT-6219 – Lime druri e sheshte,Ndertim,,,,,ndertim,active
YT-2139 – Pinca Fermo me Mbyllje E Kthyer 180MM,Ndertim,,,,,ndertim,active
YT-2138 – Pinca Fermo me Hapje E Kthyer 180MM,Ndertim,,,,,ndertim,active
YT-2137 – Pinca Fermo me Mbyllje E Drejt 180MM,Ndertim,,,,,ndertim,active
YT-2136 – Pinca Fermo me Hapje E Drejt 180MM,Ndertim,,,,,ndertim,active
"05300 – Ventuze teke 1x115MM
40 kg",Ndertim,,,,,ndertim,active
52658 – Celes Fiso-Stel kriket 17mm,Ndertim,,,,,ndertim,active
53650 – Zgjatues kriketi 3/4″x100MM,Ndertim,,,,,ndertim,active
40751220 – Koke kriketi me 12 faqe 1/2″ 22 mm,Ndertim,,,,,ndertim,active
6600840 – Kacavide precizioni me maje pete 4.0 x 100 mm,Ndertim,,,,,ndertim,active
6200080 – Kacavide mekanike me maje (Torx) T8 x 60 mm,Ndertim,,,,,ndertim,active
1850150 – Celes fiso-stel 15 mm,Ndertim,,,,,ndertim,active
"PA04-R – Kuti plastike e kuqe per aksesore 335 x 165 x 210 mm, 24-cp",Ndertim,,,,,ndertim,active
HTBG281328 – Cante Veglash 13” me 6 xhepa te jashtem,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"12033/70 – Pipo Torx 1/2 ” , T70x55 mm",Ndertim,,,,,ndertim,active
"22044/30 – Koke kriketi me 12 faqe, 1/2″, 30 mm",Ndertim,,,,,ndertim,active
"22099/22 – Koke kriketi e gjate me 6 faqe, 1/2″, 22 mm",Ndertim,,,,,ndertim,active
2136/23 – Celes fiso-stel i kromuar 23 mm,Ndertim,,,,,ndertim,active
HHAS08550 – Sharre dore per dru 550 mm,Ndertim,,,,,ndertim,active
HCCL851916 – Dalte me maje te sheshte me mbrojtje 19×305 mm,Ndertim,,,,,ndertim,active
HLHD12121 – Leve kriketi L 1/2” 300 mm 12”,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
HHAS08500 – Sharre dore per dru 500 mmm,Ndertim,,,,,ndertim,active
HHK11092 – Set Hexagon 9 cope Extra i gjate 1.5-10 mm,Ndertim,,,,,ndertim,active
HECP02180 – Dare karpentieri e veshur me koke te gjere 7″ 180 mm,Ndertim,,,,,ndertim,active
HCSPAR171 – Celes Fiso-Stel Kriket 17,Ndertim,,,,,ndertim,active
HEB12101 – Zgjatues per koka kriketi 1/2 254 mm,Ndertim,,,,,ndertim,active
HSFR24008 – Berdaf per bojak 230x100x15 mm,Ndertim,,,,,ndertim,active
HKSD0628 – Komplet me 6 kacavida mekanike,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"HCJLW0210 – Pince veteshtrenguese 10″, 254 mm",Ndertim,,,,,ndertim,active
HECP28160 – Dare profi me koke te gjere 6″ 160 mm,Ndertim,,,,,ndertim,active
Celes tubolar 30x32mm karbon – BHT7562,Ndertim,,,,,ndertim,active
74750140 – Koke kriketi ajri 1/2″ 14 mm,Ndertim,,,,,ndertim,active
74750130 – Koke kriketi ajri 1/2″ 13 mm,Ndertim,,,,,ndertim,active
"22099/21 – Koke kriketi e gjate me 6 faqe, 1/2″, 21 mm",Ndertim,,,,,ndertim,active
"12102/11 – Pipo Hegzagon i gjate 1/2 ” , 11×100 mm",Ndertim,,,,,ndertim,active
HFC020503 – Morsete Marangozi Industriale 50×250 mm,Ndertim,,,,,ndertim,active
HQBC01602 – Morsete shtrengimi 12 63×300 mm,Ndertim,,,,,ndertim,active
"22044/27 – Koke kriketi me 12 faqe, 1/2″, 27 mm",Ndertim,,,,,ndertim,active
Celes tubolar 27x32mm karbon – BHT7560,Ndertim,,,,,ndertim,active
Set me 9 celesa Torx extra i gjate T10-T50 – WHK3292,Ndertim,,,,,ndertim,active
Celefon transparent mbrojtes per mbulim pajisje indoor 1100mmx33m (30),Ndertim,Dyer & Dritare,3M,,,ndertim,active
"BHT7972 – Kove plastike e zeze, 20L me shkalle matese, mbajtese metalike",Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
YT-1974 – Gershere elektricisti 5.5” 142mm,Ndertim,,,,,ndertim,active
YT-1674 – Celes fiso-stel kriket me levizje 8mm,Ndertim,,,,,ndertim,active
34750 – Leve gozhdesh 750 mm,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"HHAS15450 – SHARRE DORE PER DRU, 450mm",Ndertim,,,,,ndertim,active
36004 – Morsete bango fikse mini 40mm,Ndertim,,,,,ndertim,active
04410100 – Celes i gjate L (Hexagon) 10.0 mm,Ndertim,,,,,ndertim,active
74750120 – Koke kriketi ajri 1/2″ 12 mm,Ndertim,,,,,ndertim,active
74750110 – Koke kriketi ajri 1/2″ 11 mm,Ndertim,,,,,ndertim,active
74750100 – Koke kriketi ajri 1/2″ 10 mm,Ndertim,,,,,ndertim,active
6600530 – Kacavide precizioni me maje pete 3.5 x 100 mm,Ndertim,,,,,ndertim,active
6570000 – Kacavide mekanike PZ0 x 60 mm,Ndertim,,,,,ndertim,active
6550000 – Kacavide mekanike PH0 x 60 mm,Ndertim,,,,,ndertim,active
"50815340 – Kacavide mekanike TORX T15 x 100, doreze me 2 komponente",Ndertim,,,,,ndertim,active
"50810340 – Kacavide mekanike TORX T10 x 100, doreze me 2 komponente",Ndertim,,,,,ndertim,active
20840490 – Kaçavide mekanike profesionale TX40 X 125,Ndertim,,,,,ndertim,active
45005540 – Kaçavide mekanike profesionale pete /SL 5.5 X 100,Ndertim,,,,,ndertim,active
"50220310 – Kacavide mekanike PH 2 x 100, doreze me 2 komponente",Ndertim,,,,,ndertim,active
"50210710 – Kacavide mekanike PH 1 x 200, doreze me 2 komponente",Ndertim,,,,,ndertim,active
"50055410 – Kacavide mekanike me maje pete, doreze me 2 komponente SL 5,5 x 1,0 x 125",Ndertim,,,,,ndertim,active
"21900 – Zgjatues 1/2″, 125 mm",Ndertim,,,,,ndertim,active
"12103/55 – Pipo Torx i gjate 1/2 ” , T55x100 mm",Ndertim,,,,,ndertim,active
"12103/27 – Pipo Torx i gjate 1/2 ” , T27x100 mm",Ndertim,,,,,ndertim,active
"12103/20 – Pipo Torx i gjate 1/2 ” , T20x100 mm",Ndertim,,,,,ndertim,active
"12101/9 – Pipo Shlice 1/2 ” , M9 x 100 mm",Ndertim,,,,,ndertim,active
"12101/8 – Pipo Shlice 1/2 ” , M8 x 100 mm",Ndertim,,,,,ndertim,active
"12101/6 – Pipo Shlice 1/2 ” , M6 x 100 mm",Ndertim,,,,,ndertim,active
"12101/5 – Pipo Shlice 1/2 ” , M5 x 100 mm",Ndertim,,,,,ndertim,active
"12011/12 – Pipo Shlice 1/2 ” , M12 x 55 mm",Ndertim,,,,,ndertim,active
"12022/14 – Pipo Hegzagon i shkurter 1/2 ” , 14×55 mm",Ndertim,,,,,ndertim,active
"12102/8 – Pipo Hegzagon i gjate 1/2 ” , 8×100 mm",Ndertim,,,,,ndertim,active
"12102/7 – Pipo Hegzagon i gjate 1/2 ” , 7×100 mm",Ndertim,,,,,ndertim,active
"12102/10 – Pipo Hegzagon i gjate 1/2 ” , 10×100 mm",Ndertim,,,,,ndertim,active
"22000/K15 – Koke kriketi ajri me 6 faqe 1/2 ” , 15 mm",Ndertim,,,,,ndertim,active
1012/20X22 – Celes poligon 20×22 mm,Ndertim,,,,,ndertim,active
2136/21 – Celes fiso-stel i kromuar 21 mm,Ndertim,,,,,ndertim,active
HSBKT12245 – Set me 5 lama sharre Bi-Metali 300 mm / 24T,Ndertim,,,,,ndertim,active
HMBSB3008 – Sharre dore per dru 300 mm 12”,Ndertim,,,,,ndertim,active
HIWSP28160 – Zhveshese elektrike VDE 160 mm,Ndertim,,,,,ndertim,active
HWSP28160 – Pince Zhveshese kabulli 6″ 160 mm,Ndertim,,,,,ndertim,active
HADW131068 – Celes Anglez i veshur 150 mm 6,Ndertim,,,,,ndertim,active
HHK13091 – Komplet torx i gjate 9 cope / T10-T50,Ndertim,,,,,ndertim,active
HHK12091 – Set hexagon I gjate 9 cope,Ndertim,,,,,ndertim,active
AKISD1208 – Set kacavide kriket 13 NE 1,Ndertim,,,,,ndertim,active
HES0188 – Gershere elektricisti inoxi 200mm(8″),Ndertim,,,,,ndertim,active
HHLNP28200 – Pince profi me maje te gjate 8″ 200 mm,Ndertim,,,,,ndertim,active
HCP28188 – Pince universale Profi 7  180 mm,Ndertim,,,,,ndertim,active
"CHPTB8703 – Furce Boje 75 mm 3, trashesia 22 mm",Ndertim,,,,,ndertim,active
"12103/40 – Pipo Torx i gjate 1/2 ” , T40x100 mm",Ndertim,,,,,ndertim,active
Set me 9 celesa Hexagon extra i gjate 1.5-10mm – WHK1292,Ndertim,,,,,ndertim,active
Leve Dizermimi 600x24x16mm – WQB1360,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
Tronkeze profi universale me doreze me 2 komponente 7”/180mm – WPL3717,Ndertim,,,,,ndertim,active
Zhveshese kabulli me 4 funksione 7″/180mm – WPL5627,Ndertim,,,,,ndertim,active
YT-05444 – Celes hexagon L I gjate 14.0mm,Ndertim,,,,,ndertim,active
YT-1248 – Zgjatues Kok Kriketi 1/2″ 254MM,Ndertim,,,,,ndertim,active
YT-1243 – Leve kriketi 1/2” 255mm me koke te levizshme,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"HMH82500 – ÇEKIÇ GJERMAN ME BISHT FIBRE ,500g",Ndertim,,,,,ndertim,active
"HHCP28160 – PINCE UNIVERSALE KRAFT, 160 mm",Ndertim,,,,,ndertim,active
52657 – Celes Fiso-Stel kriket 15mm,Ndertim,,,,,ndertim,active
52656 – Celes Fiso-Stel kriket 14mm,Ndertim,,,,,ndertim,active
40751210 – Koke kriketi me 12 faqe 1/2″ 21 mm,Ndertim,,,,,ndertim,active
40751200 – Koke kriketi me 12 faqe 1/2″ 20 mm,Ndertim,,,,,ndertim,active
40751190 – Koke kriketi me 12 faqe 1/2″ 19 mm,Ndertim,,,,,ndertim,active
40751180 – Koke kriketi me 12 faqe 1/2″ 18 mm,Ndertim,,,,,ndertim,active
40751170 – Koke kriketi me 12 faqe 1/2″ 17 mm,Ndertim,,,,,ndertim,active
40751160 – Koke kriketi me 12 faqe 1/2″ 16 mm,Ndertim,,,,,ndertim,active
40751150 – Koke kriketi me 12 faqe 1/2″ 15 mm,Ndertim,,,,,ndertim,active
40751140 – Koke kriketi me 12 faqe 1/2″ 14 mm,Ndertim,,,,,ndertim,active
40751130 – Koke kriketi me 12 faqe 1/2″ 13 mm,Ndertim,,,,,ndertim,active
6600425 – Kacavide  precizioni me maje pete 2.5 x 75 mm,Ndertim,,,,,ndertim,active
0440 0120 – Celes i shkurter L (Hexagon) 12.0 mm,Ndertim,,,,,ndertim,active
1850140 – Celes fiso-stel 14 mm,Ndertim,,,,,ndertim,active
1850130 – Celes fiso-stel 13 mm,Ndertim,,,,,ndertim,active
"12103/50 – Pipo Torx i gjate 1/2 ” , T50x100 mm",Ndertim,,,,,ndertim,active
"12103/45 – Pipo Torx i gjate 1/2 ” , T45x100 mm",Ndertim,,,,,ndertim,active
"12103/30 – Pipo Torx i gjate 1/2 ” , T30x100 mm",Ndertim,,,,,ndertim,active
"12103/25 – Pipo Torx i gjate 1/2 ” , T25x100 mm",Ndertim,,,,,ndertim,active
"12033/60 – Pipo Torx 1/2 ” , T60x55 mm",Ndertim,,,,,ndertim,active
"12033/55 – Pipo Torx 1/2 ” , T55x55 mm",Ndertim,,,,,ndertim,active
"12011/9 – Pipo Shlice 1/2 ” , M9 x 55 mm",Ndertim,,,,,ndertim,active
"12011/8 – Pipo Shlice 1/2 ” , M8 x 55 mm",Ndertim,,,,,ndertim,active
"12011/6 – Pipo Shlice 1/2 ” , M6 x 55 mm",Ndertim,,,,,ndertim,active
"12011/5 – Pipo Shlice 1/2 ” , M5 x 55 mm",Ndertim,,,,,ndertim,active
"12011/10 – Pipo Shlice 1/2 ” , M10 x 55 mm",Ndertim,,,,,ndertim,active
"12101/10 – Pipo Shlice 1/2 ” , M10 x 100 mm",Ndertim,,,,,ndertim,active
"12102/6 – Pipo Hegzagon i gjate 1/2 ” , 6×100 mm",Ndertim,,,,,ndertim,active
"12102/5 – Pipo Hegzagon i gjate 1/2 ” , 5×100 mm",Ndertim,,,,,ndertim,active
"12102/12 – Pipo Hegzagon i gjate 1/2 ” , 12×100 mm",Ndertim,,,,,ndertim,active
"22088/27 – Koke kriketi me 6 faqe, 1/2″, 27 mm",Ndertim,,,,,ndertim,active
"22099/19 – Koke kriketi e gjate me 6 faqe, 1/2″, 19 mm",Ndertim,,,,,ndertim,active
2136/20 – Celes fiso-stel i kromuar 20 mm,Ndertim,,,,,ndertim,active
HCSPAR141 – Celes Fiso-Stel Kriket 14,Ndertim,,,,,ndertim,active
AKSDFL1208 – Kacavide fleksibel me 12 maja,Ndertim,,,,,ndertim,active
HADW131082 – Celes Anglez 200 mm / 8,Ndertim,,,,,ndertim,active
HHAST12323L – Koke kriketi e gjate me 6 faqe 1/232mm,Ndertim,,,,,ndertim,active
HRTH0814 – Doreze kriketi 1/4″ 45 T,Ndertim,,,,,ndertim,active
"22099/14 – Koke kriketi e gjate me 6 faqe, 1/2″, 14 mm",Ndertim,,,,,ndertim,active
HUK6128 – Thike multifunksionale me 2 komponente,Ndertim,,,,,ndertim,active
HMBC0808 – Gershere teli mini 8,Ndertim,,,,,ndertim,active
HFC020502 – Morsete Marangozi Industriale 50×200 mm,Ndertim,,,,,ndertim,active
HSGT680208 – Set me 2 kacavida mekanike (SL6.5×125 / PH2x125),Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"12022/12 – Pipo Hegzagon i shkurter 1/2 ” , 12×55 mm",Ndertim,,,,,ndertim,active
"22099/18 – Koke kriketi e gjate me 6 faqe, 1/2″, 18 mm",Ndertim,,,,,ndertim,active
"22099/13 – Koke kriketi e gjate me 6 faqe, 1/2″, 13 mm",Ndertim,,,,,ndertim,active
"22099/12 – Koke kriketi e gjate me 6 faqe, 1/2″, 12 mm",Ndertim,,,,,ndertim,active
HRS108 – Percinuese dore,Ndertim,,,,,ndertim,active
HRHT092551 – Rrul Boje Acrylic me doreze me 2 komponente 255 mm/ 10 (per mure te jashtme),Ndertim,,,,,ndertim,active
HRHT042302D – Rrul Boje microfiber me doreze me 2 komponente 230 mm/ 9 (per mure te jashtme),Ndertim,,,,,ndertim,active
HHK14083 – Set Torx 8 cope T9-T40,Ndertim,,,,,ndertim,active
HKSD0428 – Set me 4 kacavida metakine,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
HFC020501 – Morsete Marangozi Industriale 50×150 mm,Ndertim,,,,,ndertim,active
HCCB0208 – Prerese kabulli e veshur 8″ 200mm,Ndertim,Zhavorr & Rërë,,,,ndertim,active
YT-6221 – Lime druri e rrumbullaket,Ndertim,,,,,ndertim,active
34600 – Leve gozhdesh 600 mm,Ndertim,Aksesorë Ndërtimi,,,,ndertim,active
"12022/10 – Pipo Hegzagon i shkurter 1/2 ” , 10×55 mm",Ndertim,,,,,ndertim,active
"22099/17 – Koke kriketi e gjate me 6 faqe, 1/2″, 17 mm",Ndertim,,,,,ndertim,active
"22099/11 – Koke kriketi e gjate me 6 faqe, 1/2″, 11 mm",Ndertim,,,,,ndertim,active
"22000/K14 – Koke kriketi ajri me 6 faqe 1/2 ” , 14 mm",Ndertim,,,,,ndertim,active
"22000/K13 – Koke kriketi ajri me 6 faqe 1/2 ” , 13 mm",Ndertim,,,,,ndertim,active
HHAS15400 – Sharre dore per dru 400 mm me dhembe extra te mprehte,Ndertim,,,,,ndertim,active
6350635 – Indikator elektrik VDE 3.5 mm,Ndertim,,,,,ndertim,active
"12022/8 – Pipo Hegzagon i shkurter 1/2 ” , 8×55 mm",Ndertim,,,,,ndertim,active
"12022/6 – Pipo Hegzagon i shkurter 1/2 ” , 6×55 mm",Ndertim,,,,,ndertim,active
"12022/5 – Pipo Hegzagon i shkurter 1/2 ” , 5×55 mm",Ndertim,,,,,ndertim,active
3525/22 – Celes fiso-stel 22 mm,Ndertim,,,,,ndertim,active
HQBC01601 – Morsete shtrengimi 6 63×150 mm,Ndertim,,,,,ndertim,active
2136/19 – Celes fiso-stel i kromuar 19 mm,Ndertim,,,,,ndertim,active
Celes tubolar 25x28mm karbon – BHT7558,Ndertim,,,,,ndertim,active
Pince Profi universale me doreze me 2 komponente 7”/180mm – WPL1717,Ndertim,,,,,ndertim,active
Skrapello alumini 18X100 mm me doreze 600mm – WGS1660,Ndertim,,,,,ndertim,active
Pince fiksuese per nivelimin e pllakave 240mm,Ndertim,,,,,ndertim,active
YT-2143 – Pince fermo per mbyllje e kthyer 150mm,Ndertim,,,,,ndertim,active
YT-2142 – Pince fermo per mbyllje e drejte 150mm,Ndertim,,,,,ndertim,active
YT-2141 – Pince fermo per hapje e kthyer 150mm,Ndertim,,,,,ndertim,active
YT-2140 – Pince fermo per hapje e drejte 150mm,Ndertim,,,,,ndertim,active
YT-2081 – Mini tronkeze e gomuar 115 mm,Ndertim,,,,,ndertim,active
YT-2080 – Mini pince e gomuar 115mm,Ndertim,,,,,ndertim,active
YT-2082 – Mini dare e gomuar 115mm,Ndertim,,,,,ndertim,active
OR31 – Pyka Pllakash Eco e zeze,Ndertim,,,,,ndertim,active
PBX1211 – Kuti plastike organizuese aksesoresh 12”,Ndertim,,,,,ndertim,active
25700 – Set me 6 mini dalta druri,Ndertim,,,,,ndertim,active
52655 – Celes Fiso-Stel kriket 13mm,Ndertim,,3M,,,ndertim,active
36000 – Morsete bango fikse mini 25mm,Ndertim,,,,,ndertim,active
40751120 – Koke kriketi me 12 faqe 1/2″ 12 mm,Ndertim,,,,,ndertim,active
40751110 – Koke kriketi me 12 faqe 1/2″ 11 mm,Ndertim,,,,,ndertim,active
40751100 – Koke kriketi me 12 faqe 1/2″ 10 mm,Ndertim,,,,,ndertim,active
01850090 – Celes fiso-stel 9 mm,Ndertim,,,,,ndertim,active
01850080 – Celes fiso-stel 8 mm,Ndertim,,,,,ndertim,active
01850070 – Celes fiso-stel 7 mm,Ndertim,,,,,ndertim,active
1850120 – Celes fiso-stel 12 mm,Ndertim,,,,,ndertim,active
1850110 – Celes fiso-stel 11 mm,Ndertim,,,,,ndertim,active
1850100 – Celes fiso-stel 10 mm,Ndertim,,,,,ndertim,active
45210240 – Kaçavide mekanike profesionale PH1 X 80,Ndertim,,,,,ndertim,active
"50210210 – Kacavide mekanike PH1 x 80, doreze me 2 komponente",Ndertim,,,,,ndertim,active
"50065510 – Kacavide mekanike me maje pete, doreze me 2 komponente SL 6,5 x 1,2 x 150",Ndertim,,,,,ndertim,active
"12033/50 – Pipo Torx 1/2 ” , T50x55 mm",Ndertim,,,,,ndertim,active
"12033/45 – Pipo Torx 1/2 ” , T45x55 mm",Ndertim,,,,,ndertim,active
"12033/40 – Pipo Torx 1/2 ” , T40x55 mm",Ndertim,,,,,ndertim,active
"12033/30 – Pipo Torx 1/2 ” , T30x55 mm",Ndertim,,,,,ndertim,active
"12033/27 – Pipo Torx 1/2 ” , T27x55 mm",Ndertim,,,,,ndertim,active
"12033/25 – Pipo Torx 1/2 ” , T25x55 mm",Ndertim,,,,,ndertim,active
"12033/20 – Pipo Torx 1/2 ” , T20x55 mm",Ndertim,,,,,ndertim,active
"12022/4 – Pipo Hegzagon i shkurter 1/2 ” , 4×55 mm",Ndertim,,,,,ndertim,active
"22440/E24 – Pipo E e shkurter 1/2 ” , E24",Ndertim,,,,,ndertim,active
21699/19 – Koke kriketi e gjate 3/8 ” me 6 faqe 19 mm,Ndertim,,,,,ndertim,active
21699/18 – Koke kriketi e gjate 3/8 ” me 6 faqe 18 mm,Ndertim,,,,,ndertim,active
